Domain,URL,Company Name,Segment,Reasoning,Employees,Country,Industry,LinkedIn,Short Description
ispry.net.au,https://ispry.net.au,iSpry Talent Agency,IM_FIRST_AGENCIES,"""We connect brands with creators""",35,Australia,performing arts,http://www.linkedin.com/company/ispry-talent-agency,I would like to say thank you for all the support and work that has come my way so far. Moving to Ispry was one of the best decisions I made and the o
mr90consultoria.com.br,https://mr90consultoria.com.br,MR90,IM_FIRST_AGENCIES,"""Consultoria e gestão em Marketing de influencers com foco em performance""",7,,marketing & advertising,http://www.linkedin.com/company/mr90,
brotocomunicacao.com.br,https://brotocomunicacao.com.br,Broto Comunicação,IM_FIRST_AGENCIES,"""influencer marketing""",11,,public relations & communications,http://www.linkedin.com/company/broto-comunica%c3%a7%c3%a3o,"Somos uma agência de comunicação, nascida no Rio de Janeiro, com foco nos serviços de assessoria de imprensa e produção de conteúdo. Desde 2019, criam"
horvathgroup.co.uk,https://horvathgroup.co.uk,The Horvath Group,IM_FIRST_AGENCIES,"""Our influencer marketing services boost your brand's visibility and maximises engagement.""",5,,marketing & advertising,http://www.linkedin.com/company/the-horvath-group,Where authentic connections meet creative strategy. Let's make your brand unforgettable together!
break-out.co.uk,https://break-out.co.uk,Break-Out Social,IM_FIRST_AGENCIES,"""we connect brands with creators""",5,United Kingdom,marketing & advertising,http://www.linkedin.com/company/tiktok-marketing-break-out-social,"Oh hey.
You found us. 👀
That already says something about your taste.

Smart. Curious. A little bit chaotic. We like you already.

This? This is Break"
agencefoudre.com,https://agencefoudre.com,Agence Foudre,IM_FIRST_AGENCIES,"""Nous électrisons vos réseaux""",5,France,public relations & communications,http://www.linkedin.com/company/agence-foudre,Experte en social media l Créateurs et créatrices de coups de Foudre pour illuminer vos réseaux sociaux
catchyandco.de,https://catchyandco.de,Catchy&Co,IM_FIRST_AGENCIES,"""Wir helfen mutigen Brands dabei, Vertical Video Kampagnen zu entwickeln, die wirken.""",5,Germany,marketing & advertising,http://www.linkedin.com/company/catchy-co-jom,"Wir sind Catchy&Co 👋

Wir helfen Brands, catchy TikTok-Kampagnen
zu erstellen.

Wir springen auf die individuellen Ziele deiner Brand auf und produzie"
siciliasocialstar.com,https://siciliasocialstar.com,Sicilia Social Star,IM_FIRST_AGENCIES,"""noi vi aiuteremo ad entrare in questo mondo creando un video virale che girerà su tutti i social.""",6,Italy,marketing & advertising,http://www.linkedin.com/company/sicilia-social-star,"Sicilia social star è una agenzia di comunicazione
e marketing che opera nell'ambito della produzione
cinematografica, teatrale, ed intrattenimento
so"
cabinet86.com,https://cabinet86.com,Cabinet86.,IM_FIRST_AGENCIES,"""mobilisons des leviers d'influence stratégiques et déployons notre expertise créative pour amplifier votre message""",5,France,public relations & communications,http://www.linkedin.com/company/cabinet-86,"Nos expertises : 
- Réputation  des institutions
- Leadership  des dirigeants
- Influence  des marques

Nos savoir-faire :
- Stratégies  de communicat"
kreatornow.com,https://kreatornow.com,Kreatornow INC,IM_FIRST_AGENCIES,"""Kreatornow is a leading influencer marketing agency committed to providing our clients with omni-channel support, including affiliate marketing, influencer marketing, content marketing and social med",7,,marketing & advertising,http://www.linkedin.com/company/kreatornow-inc,"Kreatornow is a leading influencer marketing agency committed to providing our clients with omni-channel support, including affiliate marketing, influ"
edgemgmt.it,https://edgemgmt.it,EDGE MGMT,IM_FIRST_AGENCIES,"""we connect brands with creators""",6,Italy,marketing & advertising,http://www.linkedin.com/company/edge-mgmt,"Born from the vision of Denise Santoro and based in Milan, Edge Management was created out of the need to build a relationship of trust and respect be"
vespamedia.net,https://vespamedia.net,VESPA MEDIA | agencia de comunicación,IM_FIRST_AGENCIES,"""campañas de publicidad interactiva de alto impacto""",9,Argentina,marketing & advertising,http://www.linkedin.com/company/vespa-media-agencia-de-comunicaci-n,VespaMedia es una agencia especializada en el desarrollo de comunicación y campañas de publicidad interactiva de alto impacto. Combinamos lo mejor de 
crb.agency,https://crb.agency,CRB.agency,IM_FIRST_AGENCIES,"""influencer match""",5,,marketing & advertising,http://www.linkedin.com/company/crb-agency,"Tworzymy content, który pasuje do platformy. TikTok, Instagram, YouTube - wiemy co tam działa i dlaczego.  Nie tylko zdobywamy lajki, ale budujemy his"
vireka.id,https://vireka.id,Vireka,IM_FIRST_AGENCIES,"""influencer marketing""",6,Indonesia,marketing & advertising,http://www.linkedin.com/company/virekaid,Vireka emerged as a Brand Reputation Strategist offering comprehensive creative services to navigate your business in building and maintaining reputat
studio350.cl,https://studio350.cl,STUDIO 350,IM_FIRST_AGENCIES,"""Agencia especializada en Influencer Marketing.""",6,Chile,marketing & advertising,http://www.linkedin.com/company/studio350-im,"Agencia especializada en Influencer Marketing.
Creamos estrategias con identidad, buscamos talentos y trabajamos con influenciadores que suman: cultur"
urbandubz.com,https://urbandubz.com,Urban Dubz Music,IM_FIRST_AGENCIES,"""Urban Dubz Promotions is sourcing out the freshest new music in urban and electronic music to every major player within the music blogging communities, magazines, radio stations""",7,United Kingdom,entertainment,http://www.linkedin.com/company/urban-dubz-music,Urban Dubz Music are a young and ambitious team of music meisters making seismic waves within the music industry and have now branched out to include 
talentagency.es,https://talentagency.es,Talent Agency,IM_FIRST_AGENCIES,"""Talent es una agencia de publicidad que colabora con una cuidada selección de ilustradores, fotógrafos, directores creativos, músicos, diseñadores y artistas que puntualmente ponen su creatividad al ",14,Spain,marketing & advertising,http://www.linkedin.com/company/talent-agency,"Talent crea proyectos artísticos que establecen un diálogo natural entre las marcas y las personas.
Talent es una agencia de publicidad que colabora c"
latalentmanagement.com,https://latalentmanagement.com,LA Talent Management,IM_FIRST_AGENCIES,"""connecting high-end public profiles with the world’s leading luxurious brands.""",8,,entertainment,http://www.linkedin.com/company/la-talent-management,LA Talent Management is an agency that provides unique opportunities with connecting high-end public profiles with the worldâs leading luxurious bra
thesocialtriomy.com,https://thesocialtriomy.com,Social Trio Media (M) Sdn Bhd,IM_FIRST_AGENCIES,"""Social Trio takes pride in acquiring the right influencers for brand campaigns and collaborations.""",15,Malaysia,marketing & advertising,http://www.linkedin.com/company/social-trio-media,Social Trio Media specializes in helping our clients create an online presence through digital marketing and influencer marketing. Our goal is to brin
elhombredelparaguas.com,https://elhombredelparaguas.com,El Hombre del Paraguas,IM_FIRST_AGENCIES,"""independent creative agency located in Madrid, Spain, with over 10 years of experience in delivering impactful creative solutions.""",6,Spain,marketing & advertising,http://www.linkedin.com/company/el-hombre-del-paraguas,"El Hombre del Paraguas is an independent creative agency located in Madrid, Spain, with over 10 years of experience in delivering impactful creative s"
plusventure.co.th,https://plusventure.co.th,Plusventure,IM_FIRST_AGENCIES,"""Influencer Marketing""",33,Thailand,marketing & advertising,http://www.linkedin.com/company/plusventure,Digital Marketing Agency ที่ต้องการมีส่วนช่วยให้ทุกธุรกิจสามารถเติบโตได้ด้วยบริการที่มีความชัดเจน ความรู้ที่ถูกต้อง มีมาตรฐานการให้บริการ ผ่าน Platfor
lmcm.com.au,https://lmcm.com.au,Lisa Mann Creative Management,IM_FIRST_AGENCIES,"""represents some of the most high profile and respected talent in Australia.""",16,Australia,entertainment,http://www.linkedin.com/company/lisa-mann-creative-management,
daonewmedia.com,https://daonewmedia.com,Dao New Media,IM_FIRST_AGENCIES,"""markaların ve creator'ların hikayelerine değer katan bir yolculuk olarak tasarlıyoruz.""",11,Turkey,marketing & advertising,http://www.linkedin.com/company/dao-new-media,"At Dao New Media, we believe in the transformative  power of creativity. 
We are committed to elevating the creator world by infusing it with unparall"
donttrymusic.com,https://donttrymusic.com,Don't Try,IM_FIRST_AGENCIES,"""We deliver campaigns designed to enhance an artists career in the modern age of music.""",5,United Kingdom,music,http://www.linkedin.com/company/dont-try-music,
influence.network,https://influence.network,Influence Network,IM_FIRST_AGENCIES,"""Data Driven Influencer Marketing at Scale""",9,United Kingdom,marketing & advertising,http://www.linkedin.com/company/influencenetwork,"Think of us as the DoubleClick of Influencer Marketing - setting the industry standard, we're using AI and technology that enables agencies and brands"
opera.studio,https://opera.studio,Opera,IM_FIRST_AGENCIES,"""acercar a las marcas con sus audiencias.""",6,Chile,marketing & advertising,http://www.linkedin.com/company/thisisopera,"Somos una agencia DIY dedicada a acercar a las marcas con sus audiencias.
Nuestro desafío es lograr contar historias que sean lo suficientemente conta"
lobokane.com,https://lobokane.com,Lobo Kane,IM_FIRST_AGENCIES,"""influencer marketing""",8,Spain,media production,http://www.linkedin.com/company/lobo-kane,"Lobo Kane is an awarded Spanish Production Company, 100% national capital. 
We produce commercials and content.
We represent top directors and provide"
argus-presse.fr,https://argus-presse.fr,L'Argus de la presse | Groupe Cision,IM_FIRST_AGENCIES,"""Développez votre réseau d'influence et votre visibilité médias""",350,France,public relations & communications,http://www.linkedin.com/company/argus-de-la-presse-groupe-cision,"L'Argus de la presse, part of Groupe Cision, is a French company that provides public relations and media monitoring solutions. It specializes in soft"
brandnewstory.dk,https://brandnewstory.dk,Brand New Story,IM_FIRST_AGENCIES,"""We connect data with creativity when we tell stories, develop inspiring concepts, explore creative universes and put some of Denmark's biggest content creators to the task of telling your story.""",8,Denmark,marketing & advertising,http://www.linkedin.com/company/brandnew-story,Brand New Story is a full-service influencer marketing agency with some of the most innovative and fast-growing content creators. We strive to be the 
liste.io,https://liste.io,Listé,IM_FIRST_AGENCIES,"""we connect brands with creators""",9,France,marketing & advertising,http://www.linkedin.com/company/liste.io,"WHERE THE INFLUENCERS ARE

_OUR GOAL
Only quality can make the difference. This is why we aim to select the best influencers and only the best ones, a"
likewisemedia.co,https://likewisemedia.co,Likewise Media,IM_FIRST_AGENCIES,"""influencer representation""",10,Singapore,marketing & advertising,http://www.linkedin.com/company/likewise-media,"we want to THINK like the brand, 
translating it into a message that RESONATES with the audience,
allowing the audience to think... LIKEWISE!

- Digit"
fascinationmanagement.com,https://fascinationmanagement.com,Fascination Management,IM_FIRST_AGENCIES,"""artist management, music management, creator partnerships""",5,United Kingdom,entertainment,http://www.linkedin.com/company/fascination-management-limited,
yomedia.dk,https://yomedia.dk,YoMedia,IM_FIRST_AGENCIES,"""influencer marketing agency""",6,Denmark,marketing & advertising,http://www.linkedin.com/company/yomediadk,
vietcomfilm.com,https://vietcomfilm.com,VietCom Entertainment,IM_FIRST_AGENCIES,"""Influencer Marketing consultancy & Management""",33,Vietnam,entertainment,http://www.linkedin.com/company/vietcom-entertainment,"Established in 2006, Viet Com Entertainment Co., Ltd is known as one of the leading TV program production units - Gameshows, Movies, Movies Television"
fitameen.sa,https://fitameen.sa,Fitameen | فيتامين,IM_FIRST_AGENCIES,"""we connect brands with creators""",31,Saudi Arabia,marketing & advertising,http://www.linkedin.com/company/fitameensa,"Fitameen is a marketing agency based in Saudi Arabia, dedicated to helping businesses grow through brand storytelling. Utilizing a unique methodology "
morrissey.com.au,https://morrissey.com.au,Morrissey Management,IM_FIRST_AGENCIES,"""Morrissey Management represents some of Australia's leading actors, presenters, personalities and voices.""",19,Australia,entertainment,http://www.linkedin.com/company/morrissey-management,"Morrissey Management represents some of Australia's leading actors, presenters, personalities and voices."
yesmarketing.co.za,https://yesmarketing.co.za,Yes! Marketing,IM_FIRST_AGENCIES,"""We connect your brand with the right influencers to boost awareness, trust, and sales through authentic collaborations.""",9,South Africa,marketing & advertising,http://www.linkedin.com/company/yes-marketing-sa,"Yes! Marketing is a first-class agency that focuses on quality, innovation, & speed. But in reality it's not really about us – It's what we can do abo"
markhamfroggattandirwin.com,https://markhamfroggattandirwin.com,"Markham, Froggatt & Irwin Ltd",IM_FIRST_AGENCIES,"""talent agency which represents actors for Film, Television, Theatre and their commercial endeavours""",11,United Kingdom,entertainment,http://www.linkedin.com/company/markham-froggatt-&-irwin-limited,"Markham, Froggatt & Irwin is a London based talent agency which represents actors for Film, Television, Theatre and their commercial endeavours, both "
makesense.pl,https://makesense.pl,MAKE SENSE,IM_FIRST_AGENCIES,"""influencer marketing""",5,Poland,marketing & advertising,http://www.linkedin.com/company/make-sense-pl,"Make sense to wielozadaniowa agencja powstała, by zaspakajać najbardziej wyszukane potrzeby klientów. Współpracujemy z najlepszymi specjalistami rozma"
deimos.com.tr,https://deimos.com.tr,Deimos Brands Group,IM_FIRST_AGENCIES,"""influencer marketing, and international film services""",8,Tuerkiye,media production,http://www.linkedin.com/company/deimos-brands-group,"Deimos Brands Group is a multi-disciplinary brand group that delivers strategic solutions in creative agency services, production, influencer marketin"
ye-ti.pro,https://ye-ti.pro,Ye-ti.ru,IM_FIRST_AGENCIES,"""We are developing strategies, ideas and content that get brands talked about and shared.""",6,Russia,information technology & services,http://www.linkedin.com/company/yeti-agency,"We're a new kind of agency, purpose built for this social and mobile age.
We are developing  strategies, ideas and content that get brands talked abou"
fiveme.dk,https://fiveme.dk,FiveMe Management,IM_FIRST_AGENCIES,"""FiveMe Management er et fullservice influencer management bureau.""",7,Denmark,marketing & advertising,http://www.linkedin.com/company/fiveme-management,"FiveMe Management er et fullservice influencer management bureau. 

Med mange års erfaring i branchen er vi eksperter i influencer marketing og repræs"
neicon.net,https://neicon.net,Neicon Inc.,IM_FIRST_AGENCIES,"""인플루언서 마케팅 다양한 플랫폼·인플루언서를 활용해 타겟층에 효과적으로 접근.""",8,South Korea,marketing & advertising,http://www.linkedin.com/company/neicon,Neicon is a global digital marketing agency that implements optimized marketing strategies in over 50 countries. It is a comprehensive consulting mark
brainad.vn,https://brainad.vn,BRAINAD MARKETING AGENCY,IM_FIRST_AGENCIES,"""influencer management""",7,Vietnam,marketing & advertising,http://www.linkedin.com/company/brainad-marketing-agency,
clipkit.com.tr,https://clipkit.com.tr,clipkit Turkey,IM_FIRST_AGENCIES,"""Nano ve Micro Influencer Platformu Partnerimiz PostBee ile Gerçek Kişilerle Marka Tanıtımınızı Yapma İmkanı""",7,Turkey,marketing & advertising,http://www.linkedin.com/company/clipkitturkey,"clipkit, envanterinde yer alan 50'ye yakın siteyle; demografik, ilgi alanı ve lokasyon hedeflemeleri sayesinde en etkin şekilde hedef kitlenize ulaşma"
decentmusicpr.com,https://decentmusicpr.com,Decent Music PR,IM_FIRST_AGENCIES,"""we connect brands with creators""",52,United Kingdom,public relations & communications,http://www.linkedin.com/company/decent-music-pr,"Decent Music PR is a UK-based public relations firm dedicated to promoting artists in the music industry. Founded by Anna Stephens, the company focuse"
bba.management,https://bba.management,BBA Management,IM_FIRST_AGENCIES,"""we maintain a boutique list of clients and specialise in the personal representation of actors and creatives""",19,United Kingdom,performing arts,http://www.linkedin.com/company/bba-management,
influxgroup.io,https://influxgroup.io,Influx Group,IM_FIRST_AGENCIES,"""WEB3 Marketing Agency""",5,Turks and Caicos Islands,venture capital & private equity,http://www.linkedin.com/company/influx-group,"Leading VC and Marketing firm for Blockchain and Web 3.0 companies. 

Using a hybrid of KOL (Key Opinion Leaders), influencers, and Influx exclusive s"
kolzhipin.com,https://kolzhipin.com,麦哲伦传媒技术（深圳）有限公司,IM_FIRST_AGENCIES,"""麦哲伦已与全球100000+优质网红建立长期紧密的合作关系""",9,China,marketing & advertising,http://www.linkedin.com/company/kolzhipin,"麦哲伦传媒是中国领先的全球网红营销互联网公司，专注于通过大数据和AI技术驱动精准营销，实现KOL营销创新。麦哲伦创始团队来自腾讯、华为、猎豹移动、传音等知名互联网公司，核心成员都 拥有10+年互联网从业经验。

麦哲伦已与全球100000+优质网红建立长期紧密的合作关系，并已达成极具行业竞争力的合作"
ouimademoiselle.fr,https://ouimademoiselle.fr,Agence oui MADEMOISELLE,IM_FIRST_AGENCIES,"""Nous déterminons ensemble le ou les Talents qui respectent l'image de votre marque.""",6,France,marketing & advertising,http://www.linkedin.com/company/ouimademoiselle,"L'Agence oui MADEMOISELLE, est une Agence 100% Féminine, spécialisée dans l'organisation de vos campagnes Photos / Vidéos / Digitales.

Elle gère la c"
mymusicrecords.com,https://mymusicrecords.com,MyMusic Records,IM_FIRST_AGENCIES,"""we connect brands with creators""",14,Indonesia,music,http://www.linkedin.com/company/mymusic-records,
buschkommunikation.media,https://buschkommunikation.media,Buschkommunikation,IM_FIRST_AGENCIES,"""Schwerpunkt auf Social Media, CEO-Positionierung und Influencer Marketing.""",8,Germany,public relations & communications,http://www.linkedin.com/company/buschkommunikation,"Wir sind eine Unternehmenskommunikationsagentur und -beratung mit Schwerpunkt auf Social Media, CEO-Positionierung und Influencer Marketing. 

Unsere "
dmhagency.co.za,https://dmhagency.co.za,DMH TALENT AGENCY,IM_FIRST_AGENCIES,"""we connect brands with creators""",8,South Africa,entertainment,http://www.linkedin.com/company/dmh-talent-agency,"DMH Talent Agency specialise in developing Models, Actors, Singers and Dancers for agent representation in the local & international Arts and Entertai"
palmartists.com,https://palmartists.com,Palm Artists,IM_FIRST_AGENCIES,"""artist management""",6,United Kingdom,music,http://www.linkedin.com/company/palmartists,Contact: info@palmartists.com
passionation.co,https://passionation.co,Passionation.co,IM_FIRST_AGENCIES,"""We help you manage your influencer campaigns from start to finish.""",6,Hong Kong,information technology & services,http://www.linkedin.com/company/passionation-co,"Bring your brand story to life through the power of authentic connections, bespoke campaigns, and disruptive data-driven strategies. We help you manag"
qbimedia.com,https://qbimedia.com,QBi Media,IM_FIRST_AGENCIES,"""colaboraciones con micro y macro influencers.""",5,Argentina,marketing & advertising,http://www.linkedin.com/company/qbimedia,"Creamos estrategias de comunicación y posicionamiento de marca en medios digitales.
Creamos contenidos memorable que conectan con los usuarios de mane"
aaa.agency,https://aaa.agency,AAA Agency | influencer marketing & special projects,IM_FIRST_AGENCIES,"""influencer campaigns and creative projects for brands.""",5,Serbia,marketing & advertising,http://www.linkedin.com/company/triple-a-agency,AAA Agency is an international agency with a focus on influencer campaigns and creative projects for brands. Our mission is to shift brands from defau
instalent.agency,https://instalent.agency,INSTANTE CREATORS,IM_FIRST_AGENCIES,"""we connect brands with creators""",6,Spain,public relations & communications,http://www.linkedin.com/company/instalent-agency,"FOUNDED IN 2023 BY THE SAME STRUCTURE OF THE PRODUCTION COMPANY INSTANTE, THIS IS AN INDEPENDENT COMPANY DEDICATED TO CREATIVITY, ARTISTRY UNION AND T"
risecreative.com.tr,https://risecreative.com.tr,Rise Creative,IM_FIRST_AGENCIES,"""influencer marketing""",5,,marketing & advertising,http://www.linkedin.com/company/risecreativee,"Markanızı, ""together we rise"" sloganı ile başlattığımız dijitale ulaşan yolculuğunda en ileriye götürmek için sabırsızlanıyoruz."
callmyagent.fr,https://callmyagent.fr,Call My Agent,IM_FIRST_AGENCIES,"""We provide comprehensive management services including image consulting, strategic planning and partnerships.""",10,France,online media,http://www.linkedin.com/company/call-my-agent,"Talent Management company founded by Lisa Godon. We specialize in Beauty, Fashion and Entertainment. We provide comprehensive management services incl"
blissmanagement.co.uk,https://blissmanagement.co.uk,Bliss Management,IM_FIRST_AGENCIES,"""agents and managers for artists, athletes, entertainers, and other public figures""",8,,entertainment,http://www.linkedin.com/company/blissmanagement,
alltalentagency.co.uk,https://alltalentagency.co.uk,All Talent Agency,IM_FIRST_AGENCIES,"""we connect brands with creators""",13,United Kingdom,performing arts,http://www.linkedin.com/company/all-talent-agency,"All Talent Agency was established in 2005 using a unique formula to create opportunities in Film, TV and Fashion."
nestmarketingmm.com,https://nestmarketingmm.com,Nest Marketing Myanmar,IM_FIRST_AGENCIES,"""creative social media and digital marketing agency dedicated to helping businesses grow""",5,Republic of the Union of Myanmar,marketing & advertising,http://www.linkedin.com/company/nestmarketingmm,"Founded in October 2019, Nest Marketing is a creative social media and digital marketing agency dedicated to helping businesses grow with happiness an"
mowj.co,https://mowj.co,mowj.co,IM_FIRST_AGENCIES,"""our clients have access to celebrities, influencers, Instagram pages and telegram channels.""",6,Iran,marketing & advertising,http://www.linkedin.com/company/mowj,"Mowj is a marketing and advertising company, specializing in social media, content creation and branding.
Mowj exists:
To develop and manage talents w"
mesalafilms.com,https://mesalafilms.com,MESALA FILMS SLL,IM_FIRST_AGENCIES,"""agencia de representación""",6,Spain,,http://www.linkedin.com/company/mesala-films-sll,
culturalstamp.com,https://culturalstamp.com,Cultural Stamp,IM_FIRST_AGENCIES,"""Biz Cultural Stamp. İnsanı önceleyen bir influencer pazarlama ajansıyız.""",6,,marketing & advertising,http://www.linkedin.com/company/cultural-stamp,"""Temsiliyet Her Şeydir!""
Cultural Stamp, 2025 yılında İstanbul'da kurulan bir influencer pazarlama ajansıdır. Hedef kitlenin ihtiyaçlarına odaklanarak"
reignmakertalent.com,https://reignmakertalent.com,Reign Maker Talent,IM_FIRST_AGENCIES,"""creator business development, creator branding, creator brand collaborations""",5,,marketing & advertising,http://www.linkedin.com/company/reign-maker-talent,"Creator and talent needs are constantly evolving-and so are we.

Reign Maker Talent is a next-gen Talent Representation firm where industry leaders an"
nogomimedia.com,https://nogomimedia.com,Nogomi Media,IM_FIRST_AGENCIES,"""Artist Management for aspiring and established artists alike, our artist management services provide the support and guidance needed to navigate the industry and elevate your career.""",6,,marketing & advertising,http://www.linkedin.com/company/nogomimedia,"Nogomi Media is a leading digital agency specializing in content management, social media accounts, and digital marketing, empowering brands and creat"
falou.pl,https://falou.pl,Falou,IM_FIRST_AGENCIES,"""Zaczynaliśmy od influencer marketingu – to nasz fundament i specjalność, w której mamy lata doświadczenia.""",5,Poland,marketing & advertising,http://www.linkedin.com/company/faloumanagement,"Falou to agencja, która powstała, aby działać kompleksowo w zakresie influencer marketingu, a z biegiem czasu zbudowaliśmy kompetencje w realizacji ev"
theaboveandbeyondgroup.com,https://theaboveandbeyondgroup.com,Above + Beyond,IM_FIRST_AGENCIES,"""We help ambitious brands harness the power of culture to solve their biggest challenges.""",5,United Kingdom,marketing & advertising,http://www.linkedin.com/company/theaboveandbeyondgroup,"Above + Beyond is the world's most influential independent creative company, reimagining how brands and talent tell their stories and drive value. We "
opencomms.co.uk,https://opencomms.co.uk,Open Communications UK Limited,IM_FIRST_AGENCIES,"""influencer engagement""",6,United Kingdom,public relations & communications,http://www.linkedin.com/company/open-communications-uk-limited,"Passion, integrity and a genuine desire to deliver outstanding public relations are the founding principles of Open Communications, a Yorkshire-based "
sapr.co.il,https://sapr.co.il,Stern Ariely Saar Public Relations,IM_FIRST_AGENCIES,"""Social & Influencer Engagement, PR""",21,Israel,public relations & communications,http://www.linkedin.com/company/stern-arieli-pr,Stern Ariely Saar is an award-winning public relations agency that specializes in communication strategies for top international brands. With a team o
karazme.com,https://karazme.com,Karaz,IM_FIRST_AGENCIES,"""we connect brands with creators""",20,,marketing & advertising,http://www.linkedin.com/company/karazme,"social media agency offering social media marketing solutions

Snapchat partners"
the-reddoor.co.uk,https://the-reddoor.co.uk,Red Door Management,IM_FIRST_AGENCIES,"""representing actors, young performers and voice over artists for television, film, radio, commercials, animation and theatre""",23,United Kingdom,performing arts,http://www.linkedin.com/company/red-door-management,"Actors agency based in MediaCityUK and London, representing actors, young performers and voice over artists for television, film, radio, commercials, "
mokkingbird.com,https://mokkingbird.com,MOKKINGBIRD,IM_FIRST_AGENCIES,"""Talent Management agency specialising in building and guiding careers across television, radio, press, social media and commercial opportunities.""",14,United Kingdom,public relations & communications,http://www.linkedin.com/company/mokkingbird,"Talent Management agency specialising in building and guiding careers across television, radio, press, social media and commercial opportunities."
jigsawpr.co.za,https://jigsawpr.co.za,Jigsaw Public Relations,IM_FIRST_AGENCIES,"""influencer collaborations in south africa""",6,South Africa,public relations & communications,http://www.linkedin.com/company/jigsaw-pr,"We assist clients communicate, engage and build relationships with their stakeholders.

In an ever changing consumer and business landscape conversati"
tippl.tv,https://tippl.tv,tippl,IM_FIRST_AGENCIES,"""We can also distribute the content to our 25k instagram followers.""",6,United Kingdom,marketing & advertising,http://www.linkedin.com/company/tippl,"We're tippl, drinks content specialists.

We only work on drinks, we like to think we know them inside out.

We make engaging films and stunning still"
wearedemocracy.co.uk,https://wearedemocracy.co.uk,Democracy PR,IM_FIRST_AGENCIES,"""Democracy’s approach to influencer marketing has transformed the Tequila Rose brand.""",37,United Kingdom,public relations & communications,http://www.linkedin.com/company/democracyagency,"Democracy PR Limited is an independent public relations and communications agency based in Manchester, England, with an additional office in London. F"
teplaco.com,https://teplaco.com,Teplaco,IM_FIRST_AGENCIES,"""Collaboriamo con grandi brand per progettare esperienze digitali eccezionali.""",7,Italy,marketing & advertising,http://www.linkedin.com/company/teplaco,"Teplaco is a marketing and communications agency located in Modena, Italy. The agency operates as a limited liability company and has a team of seven "
wavit.ae,https://wavit.ae,WAVIT Content Mavericks,IM_FIRST_AGENCIES,"""WAVIT provides a comprehensive approach to content, influencer, and celebrity marketing that is rooted in solid business, market, brand, audience and data analysis.""",6,United Arab Emirates,marketing & advertising,http://www.linkedin.com/company/wavitme,"We blend creative intuition with data science for optimized customer engagement.

We take the guesswork out of content marketing by deeply analyzing c"
woombat.ru,https://woombat.ru,Woombat,IM_FIRST_AGENCIES,"""The Woombat is the company made by team of influencer marketing specialists.""",8,Russia,marketing & advertising,http://www.linkedin.com/company/woombat-analytics,"We're glad to meet you on the Woombat Agency official group.
The Woombat is the company made by team of influencer marketing specialists. We have the "
theaceagency.co,https://theaceagency.co,THE ACE,IM_FIRST_AGENCIES,"""working with a curated selection of international influencers.""",12,United Kingdom,marketing & advertising,http://www.linkedin.com/company/theaceagency,"THE  ACE has been working over the last few years with a curated selection of international influencers.

Our goal is to focus on a small handful of c"
sosiago.id,https://sosiago.id,SOSIAGO,IM_FIRST_AGENCIES,"""We're connecting the brands and the influencers to collaborate together.""",8,Indonesia,marketing & advertising,http://www.linkedin.com/company/sosiago,SOSIAGO is 1st all-in-one influencer marketing platform in Indonesia. We're connecting the brands and the influencers to collaborate together. So that
lda-official.com,https://lda-official.com,Flourish Digital – LDA,IM_FIRST_AGENCIES,"""we incubate a number of up-and-coming thought leaders all through training to become key opinion leaders (KOLs)""",13,Thailand,marketing & advertising,http://www.linkedin.com/company/flourish-digital-th,"Flourish Digital is a service company; providing consultation, creative media solutions and talented female young professionals as a marketing arm for"
francescaferigo.com,https://francescaferigo.com,FF Agency S.R.L.,IM_FIRST_AGENCIES,"""siamo in grado di incrementare la vendita dei tuoi prodotti o servizi e aumentare la tua audience attraverso la selezione ad hoc di influencer in base a tutte le categorie possibili: beauty, food, tr",6,Italy,public relations & communications,http://www.linkedin.com/company/francescaferigoagency,"FF Agency è una realtà che copre a 360 gradi l'organizzazione e le necessità di ogni tipologia di evento, offrendo un servizio di consulenza mirata a "
meershare.de,https://meershare.de,Meershare GmbH,IM_FIRST_AGENCIES,"""Wir sind darauf spezialisiert, Unternehmen auf diesen Plattformen Sichtbarkeit zu verleihen.""",7,Germany,marketing & advertising,http://www.linkedin.com/company/meershare,"Meershare entwickelt individuelle und kreative Konzepte
und hat dabei immer das Ziel vor Augen, es Unternehmen
so einfach wie möglich zu machen. Wir s"
inmotion.com.np,https://inmotion.com.np,Inmotion Studio,IM_FIRST_AGENCIES,"""Inmotion Studio is the missing link between influencers and brands.""",5,Nepal,marketing & advertising,http://www.linkedin.com/company/inmotionstudionepal,"Influencer Marketing | Content Marketing | Video Production | Animation

Inmotion Studio is the missing link between influencers and brands. We plan a"
the-tomato.com,https://the-tomato.com,Tomato Interactive,IM_FIRST_AGENCIES,"""Tomato cultivates a growing community of influencers that can serve our clients' every need.""",9,Hong Kong,marketing & advertising,http://www.linkedin.com/company/tomato-interactive,Tomato cultivates a growing community of influencers that can serve our clients' every need. With our in-depth understanding of markets all over the g
influencernow.cl,https://influencernow.cl,Influencer Now,IM_FIRST_AGENCIES,"""conectamos con los mejores talentos y creadores de contenido para llegar a tu audiencia.""",7,Chile,marketing & advertising,http://www.linkedin.com/company/influencer-now,"Somos una agencia donde conectamos con los mejores talentos y creadores de contenido para llegar a tu audiencia.
Con nuestro equipo de trabajo, y nues"
