company_name,domain,employees,industry,segment,confidence
"Katha - Sharing Stories, Scaling Impact",katha-ads.com,,,INFLUENCER_PLATFORMS,0.85
Flutch,flutch.in,,,IM_FIRST_AGENCIES,0.8
Influenceable,influenceable.io,,,IM_FIRST_AGENCIES,0.8
SocialTAG,socialtagindia.com,,,IM_FIRST_AGENCIES,0.8
UGC Ninja,ugc.ninja,,,IM_FIRST_AGENCIES,0.8
Spaxads Digital Media Pvt Ltd.,spaxads.com,,,IM_FIRST_AGENCIES,0.8
Candid Network,candidnetwork.co,,,IM_FIRST_AGENCIES,0.8
alist.ae,alist.ae,,,INFLUENCER_PLATFORMS,0.8
Collabri,collabri.se,,,IM_FIRST_AGENCIES,0.5
Adfluencer,adfluencer.de,,,IM_FIRST_AGENCIES,0.5
Relatable,relatable.me,,,IM_FIRST_AGENCIES,0.5
Tourn International AB,tourn.com,,,IM_FIRST_AGENCIES,0.5
Girlilla Marketing,girlillamarketing.com,,,IM_FIRST_AGENCIES,0.5
Smoking Gun,smokinggun.agency,,,OTHER,1.0
HELLO MONDAY.,helloomonday.com,,,OTHER,1.0
Canela | B Corp™,canelapr.com,,,OTHER,1.0
MOMA | Agencia de marketing creativo,admoma.es,,,OTHER,1.0
theGarage,wegarage.es,,,OTHER,1.0
1stCollab,1stcollab.com,,,INFLUENCER_PLATFORMS,0.5
Shortsintel,shortsintel.com,,,IM_FIRST_AGENCIES,0.5
16th Sports,16thsports.com,,,IM_FIRST_AGENCIES,0.7
TheBoredMonkey,theboredmonkey.com,,,IM_FIRST_AGENCIES,0.7
ELEV-C,elev-c.com,,,IM_FIRST_AGENCIES,0.7
Nativno Lab.,nativno.com,,,IM_FIRST_AGENCIES,0.7
Coinband,coinband.io,,,IM_FIRST_AGENCIES,0.7
MRN Digital,mrndigital.in,,,IM_FIRST_AGENCIES,0.7
Mad Mushroom,madmushroom.gg,,,IM_FIRST_AGENCIES,0.7
Amie,amiesocial.com,,,IM_FIRST_AGENCIES,0.7
Allfluence,allfluence.com.br,,,IM_FIRST_AGENCIES,0.7
Lunar Strategy: The Crypto Ecosystem Growth Agency,lunarstrategy.com,,,IM_FIRST_AGENCIES,0.7
Mobihunter,mobihunter.co,,,IM_FIRST_AGENCIES,0.7
McFill Media and Publishing Group,mcfillmedia.com,,,IM_FIRST_AGENCIES,0.7
BeInfluence Europe,beinfluence.eu,,,IM_FIRST_AGENCIES,1.0
Starfish,starfish.agency,,,IM_FIRST_AGENCIES,1.0
EchoHouse Africa,theechohouse.com,,,OTHER,0.9
GroupM,groupm.com,,,OTHER,0.9
Gallery Media Group,gallerymediagroup.com,,,OTHER,0.9
SHIFT Active Media,shiftactivemedia.com,,,OTHER,0.9
Madify,madify.in,,,IM_FIRST_AGENCIES,0.95
BAZZAAL,bazzaal.com,,,IM_FIRST_AGENCIES,0.95
TRND Marketing,trndmarketingph.com,,,IM_FIRST_AGENCIES,0.95
PlayTheHype,playthehype.com,,,IM_FIRST_AGENCIES,0.92
Devout Growth,devoutgrowth.com,,,OTHER,0.85
Digital Exchange,digitalexchange.com.tr,,,OTHER,0.85
MGC Global Group,mgcglobalgroup.com,,,OTHER,0.85
Audiense,audiense.com,,,OTHER,0.85
Anheuser-Busch,anheuser-busch.com,,,OTHER,0.85
Lure Agency,we-are-lure.com,,,OTHER,0.85
Ignition Key Agency,ignition.agency,,,IM_FIRST_AGENCIES,0.9
Socialand,socialand.com.tr,,,IM_FIRST_AGENCIES,0.9
Cast Images Model & Talent Agency,castimages.com,,,IM_FIRST_AGENCIES,0.9
Budding Influencers,buddinginfluencers.com,,,IM_FIRST_AGENCIES,0.9
LVL UP,lvl-up.ru,,,IM_FIRST_AGENCIES,0.9
Covenant Creative LLC,thecovenantcreative.com,,,IM_FIRST_AGENCIES,0.9
DIDENOK TEAM,didenokteam.com,,,IM_FIRST_AGENCIES,0.9
GASSED,gassed.com,,,IM_FIRST_AGENCIES,0.9
Athletiverse,athletiverse.io,,,IM_FIRST_AGENCIES,0.88
Huqiao Games,huqiaogames.com,,,IM_FIRST_AGENCIES,0.88
Digital Adarsh,digitaladarsh.com,,,IM_FIRST_AGENCIES,0.85
EPIDEMIC,epidemic.co,,,IM_FIRST_AGENCIES,0.85
BrandPlant.co,brandplant.co,,,IM_FIRST_AGENCIES,0.85
Poqet,poqet.in,,,OTHER,0.85
ChainAd,chainad.co,,,IM_FIRST_AGENCIES,0.8
Boomlet,boomlet.co,,,IM_FIRST_AGENCIES,0.8
TATAM Digital,tatam.digital,,,IM_FIRST_AGENCIES,0.8
JAG Ideas Co. Ltd.,jagideasgroup.com,,,IM_FIRST_AGENCIES,0.8
Pure Elevate,pure-elevate.de,,,IM_FIRST_AGENCIES,0.8
Bright Side,brightside.agency,,,IM_FIRST_AGENCIES,0.8
Sociopool India Official,sociopoolindia.com,,,IM_FIRST_AGENCIES,0.8
TenLive,tenlive.net,,,OTHER,0.7
Stride Social,stride-social.com,,,IM_FIRST_AGENCIES,0.5
Efluenz EU,efluenz.eu,,,IM_FIRST_AGENCIES,0.5
Ogilvy Africa Network,ogilvy.africa,,,OTHER,0.7
Cramer-Krasselt,c-k.com,,,OTHER,0.7
Acceso,acceso.com,,,OTHER,0.7
Mogul,mogul.fr,,,OTHER,0.7
Magna MENA,magnamena.com,,,OTHER,0.7
